"","target_country","Date","Mission.Number","VIII.Ftr.Missions","VIII.Air.Support.Cmd","Target","Mission.Target.Type","Country","Notes","A.C.Type","Dispatched","Escorts","Recalled","RTB","Aborted","Lost.en.route","Bombed","Bombed.Opportunity","Target.Notes","Quantity","TimeOverTarget","Lost.return","Total.Lost","Interned","Crashed","Cat.E","Damaged","KIA","WIA","MIA","Claims.Destroyed","Probable","Damaged2","Gnd.Dest","Gnd.Prob","Gnd.DMG","Notes3","X4th.FG","X44.BG.H.","X91.BG.H.","X93.BG.H.","X97.BG.H.","X301.BG.H.","X303.BG.H.","X305.BG.H.","X306.BG.H.","X322.BG.M.","X323.BG.M.","X15.BS..LT.","lon","lat"
"2429","Orleans/Bricy ,France","4/30/1944",331,"","","Orleans/Bricy","Fighter Sweep","France","","P-51",51,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",1.7810584,47.9813782
"2430","Orleans/Bricy ,France","4/30/1944",331,"","","Orleans/Bricy","Escort","France","","P-38",NA,24,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",1.7810584,47.9813782
"2431","Orleans/Bricy ,France","4/30/1944",331,"","","Orleans/Bricy","Airfield","France","Droopsnoot P-38s","P-38",22,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"2",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",1.7810584,47.9813782
"2432","Orleans/Bricy ,France","5/23/1944",364,"","","Orleans/Bricy","Airfield","France","","B-24",465,NA,"",NA,NA,NA,167,"","","","",NA,"1",NA,NA,"",33,10,10,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",1.7810584,47.9813782
"2433","Orleans/Bricy ,France","4/30/1944",331,"","","Orleans/Bricy","Escort","France","","P-47",NA,10,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",1.7810584,47.9813782
"2434","Orleans/Bricy ,France","5/23/1944",364,"","","Orleans/Bricy","Airfield","France","","B-17",NA,NA,"",NA,NA,NA,17,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",1.7810584,47.9813782
"2435","Orleans/Bricy ,France","4/30/1944",331,"","","Orleans/Bricy","Airfield","France","","P-47",21,NA,"",NA,NA,NA,NA,"5 V-Weapon sites","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",1.7810584,47.9813782
"2436","Orleans/Bricy ,France","8/1/1944",508,"","","Orleans/Bricy","Airfield","France","2 AD Force 1","B-24",NA,NA,"",NA,NA,NA,29,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",1.7810584,47.9813782
"2437","Orleans/Bricy ,France","6/24/1944",438,"","","Orleans/Bricy","Airfield","France","","B-24",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",1.7810584,47.9813782
"2438","Orleans/Bricy ,France","6/10/1944",403,"","","Orleans/Bricy","Airfield","France","","B-24",NA,NA,"",NA,NA,NA,66,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",1.7810584,47.9813782
"2439","Orleans/Bricy ,France","8/1/1944",508,"","","Orleans/Bricy","Airfield","France","Force 3","B-17",416,NA,"",NA,NA,NA,112,"","","","",NA,"3",NA,NA,"2",32,9,27,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",1.7810584,47.9813782
"2440","Orleans/Les Aubrais ,France","6/8/1944",400,"","","Orleans/Les Aubrais","Railroad","France","","B-17",NA,NA,"",NA,NA,NA,60,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",1.9169628,47.9339567
"2441","Orleans/Saran ,France","8/11/1944",541,"","","Orleans/Saran","Airfield","France","Force 2","B-24",NA,NA,"",NA,NA,NA,9,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",1.880734,47.94791
"2442","Orleans/Saran ,France","6/15/1944",414,"","","Orleans/Saran","Airfield","France","","B-24",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",1.880734,47.94791
"2443","Orly ,France","5/24/1944",367,"","","Orly","Airfield","France","","B-24",NA,NA,"",NA,NA,NA,151,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.401373,48.745193
"2444","Orly ,France","5/20/1944",359,"","","Orly","Airfield","France","","B-17",190,NA,"",NA,NA,NA,90,"","","","",NA,"4",NA,NA,"48",20,6,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.401373,48.745193
"2445","Orly ,France","6/25/1944",442,"","","Orly","Railroad","France","","B-17",NA,NA,"",NA,NA,NA,3,"","Marshalling yard","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.401373,48.745193
"2446","Orly ,France","6/25/1944",442,"","","Orly","Airfield","France","","B-17",NA,NA,"",NA,NA,NA,18,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.401373,48.745193
"2447","Orsel ,France","7/8/1944",460,"","","Orsel","Airfield","France","Bad weather","B-24",NA,NA,"",NA,NA,NA,NA,"1","Various","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3435591,48.8837486
"2448","Oschersleben ,","4/11/1944",298,"","","Oschersleben","Aircraft","","","B-24",NA,NA,"",NA,NA,NA,9,"","Eislenben","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",11.2269713,52.0266594
"2449","Oschersleben ,","4/11/1944",298,"","","Oschersleben","Aircraft","","","B-24",NA,NA,"",NA,NA,NA,99,"","Berenburg","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",11.2269713,52.0266594
"2450","Oschersleben ,","4/11/1944",298,"","","Oschersleben","Aircraft","","","B-24",274,NA,"",NA,NA,NA,121,"","Oschersleben","","",NA,"12",NA,NA,"1",63,5,9,122,27,"2",1,NA,NA,NA,"","","","","","","","","","","","","",11.2269713,52.0266594
"2451","Oschersleben ,","4/11/1944",298,"","","Oschersleben","Aircraft","","","B-24",NA,NA,"",NA,NA,NA,9,"","Halberstadt Factory","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",11.2269713,52.0266594
"2452","Oschersleben ,","4/11/1944",298,"","","Oschersleben","Aircraft","","","B-24",NA,NA,"",NA,NA,NA,NA,"5","various","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",11.2269713,52.0266594
"2453","Oschersleben ,Germany","7/28/1943",78,"","","Oschersleben","Aircraft Factory","Germany","Air to Air rockets by German fighters hit multiple bombers","B-17",120,NA,"",NA,NA,NA,37,"","FW 190 plant","","",NA,"15",NA,NA,"1",64,NA,NA,NA,56,"19",41,NA,NA,NA,"","","","","","","","","","","","","",11.2269713,52.0266594
"2454","Oschersleben ,Germany","5/30/1944",380,"","","Oschersleben","Aircraft","Germany","","B-17",NA,NA,"",NA,NA,NA,NA,"5","Various","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",11.2269713,52.0266594
"2455","Oschersleben ,Germany","6/29/1944",447,"","","Oschersleben","City","Germany","","B-24",NA,NA,"",NA,NA,NA,74,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",11.2269713,52.0266594
"2456","Oschersleben ,Germany","5/30/1944",380,"","","Oschersleben","Aircraft","Germany","","B-17",NA,NA,"",NA,NA,NA,51,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",11.2269713,52.0266594
"2457","Oschersleben ,Germany","7/28/1943",78,"","","Oschersleben","Aircraft Factory","Germany","First use of drop tanks","P-47",NA,105,"",NA,NA,NA,NA,"","","","",NA,"1",NA,NA,"",NA,NA,NA,1,9,"",NA,NA,NA,NA,"","","","","","","","","","","","","",11.2269713,52.0266594
"2458","Oschersleben ,Germany","1/11/1944",182,"","","Oschersleben","Aircraft","Germany","","B-17",177,NA,"",NA,NA,NA,139,"20","Various","","",NA,"34",NA,NA,"2",83,9,11,349,174,"32",63,NA,NA,NA,"","","","","","","","","","","","","",11.2269713,52.0266594
"2459","Osnabruck ,Germany","12/22/1943",161,"","","Osnabruck","Railroad","Germany","","B-17",225,NA,"",NA,NA,NA,147,"","","","1356-1434",NA,"5",NA,NA,"2",21,6,13,50,18,"8",6,NA,NA,NA,"","","","","","","","","","","","","",8.0471788,52.2799112
"2460","Osnabruck ,Germany","12/22/1943",161,"","","Osnabruck","Escort","Germany","","P-47",NA,448,"",NA,NA,NA,NA,"","","","",NA,"2",NA,NA,"",NA,NA,NA,2,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",8.0471788,52.2799112
"2461","Osnabruck ,Germany","12/22/1943",161,"","","Osnabruck","Escort","Germany","","P-51B",NA,28,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",8.0471788,52.2799112
"2462","Osnabruck ,Germany","5/31/1944",382,"","","Osnabruck","Railroad","Germany","","B-17",287,NA,"",NA,NA,NA,88,"","","","",NA,"1",NA,NA,"",NA,1,NA,10,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",8.0471788,52.2799112
"2463","Osnabruck ,Germany","9/3/1944",NA,"","","Osnabruck","","Germany","","B-17",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","Osnabruck","","","","","",8.0471788,52.2799112
"2464","Osnabruck ,Germany","12/22/1943",161,"","","Osnabruck","Escort","Germany","","P-38",NA,40,"",NA,NA,NA,NA,"","","","",NA,"2",NA,NA,"",1,NA,NA,2,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",8.0471788,52.2799112
"2465","Osnabruck ,Germany","12/22/1943",161,"","","Osnabruck","Railroad","Germany","PPF A/C","B-17",2,NA,"",NA,NA,NA,2,"","","","1356-1434",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",8.0471788,52.2799112
"2466","Osnabruck ,Germany","12/22/1943",161,"","","Osnabruck","Railroad","Germany","","B-24",121,NA,"",NA,NA,NA,87,"","","","1356-1434",NA,"12",NA,NA,"1",11,NA,NA,110,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",8.0471788,52.2799112
"2467","Ostend  ,France","7/27/1944",498,"","","Ostend ","Coastal Targets","France","Heavy clouds","B-17",26,NA,"26",NA,NA,NA,NA,"","Cape Griz Nez & Calais","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.928656,51.21543
"2468","Ostend  ,Netherlands","8/4/1944",514,"","","Ostend ","Coastal Targets","Netherlands","3 AD","B-17",NA,NA,"",NA,NA,NA,22,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",3.8892704,51.5034365
"2469","Ostend ,Belgium","6/2/1944",383,"","","Ostend","Bridge","Belgium","","P-38",7,NA,"",NA,NA,NA,7,"","3 hit the bridge","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.928656,51.21543
"2470","Ostermoor ,Poland","6/20/1944",425,"","","Ostermoor","Oil","Poland","","P-38",NA,50,"",NA,NA,NA,NA,"","","","",NA,"8",NA,NA,"",NA,NA,NA,NA,28,"1",9,5,0,9,"","","","","","","","","","","","","",9.203077,53.913535
"2471","Ostermoor ,Poland","6/20/1944",425,"","","Ostermoor","Oil","Poland","","P-51",NA,221,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",9.203077,53.913535
"2472","Ostermoor ,Poland","6/20/1944",425,"","","Ostermoor","Oil","Poland","","B-24",NA,NA,"",NA,NA,NA,71,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",9.203077,53.913535
"2473","Ostermoor ,Poland","6/20/1944",425,"","","Ostermoor","Oil","Poland","","B-24",NA,NA,"",NA,NA,NA,NA,"12","Various","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",9.203077,53.913535
"2474","Pacy-sur-Armacon ,France","8/10/1944",537,"","","Pacy-sur-Armacon","Transportation","France","","B-24",NA,NA,"",NA,NA,NA,31,"","Bridge","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",4.094861,47.777121
"2475","Pacy-sur-Armacon ,France","8/2/1944",510,"","","Pacy-sur-Armacon","Airfield","France","","B-24",NA,NA,"",NA,NA,NA,10,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",4.094861,47.777121
"2476","Pacy-sur-Armacon ,France","8/11/1944",541,"","","Pacy-sur-Armacon","Airfield","France","Force 1","B-24",NA,NA,"",NA,NA,NA,36,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",4.094861,47.777121
"2477","Paderborn ,","4/19/1944",308,"","","Paderborn","Escort","","","P-38",NA,127,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,16,1,2,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",8.7575093,51.7189205
"2478","Paderborn ,","4/19/1944",308,"","","Paderborn","Escort","","","P-51",NA,131,"",NA,NA,NA,NA,"","","","",NA,"2",NA,NA,"5",NA,NA,NA,2,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",8.7575093,51.7189205
"2479","Paderborn ,","4/19/1944",308,"","","Paderborn","Escort","","","P-47",NA,439,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"4",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",8.7575093,51.7189205
"2480","Paderborn ,","4/19/1944",308,"","","Paderborn","Airfields","","","B-24",249,NA,"",NA,NA,NA,230,"","Gutersloh Airfields, Soest, Koblenz, Buren, various","","",NA,"",NA,NA,"1",10,1,3,8,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",8.7575093,51.7189205
"2481","Paderborn ,Germany","12/30/1944",NA,"","","Paderborn","","Germany","","B-17",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","Paderborn","","","","","",8.7575093,51.7189205
"2482","Paderborn ,Germany","4/26/1944",319,"","","Paderborn","Airfield","Germany","No PPF a/c and weather problems","B-24",238,NA,"",238,NA,NA,NA,"","","","",NA,"",NA,NA,"",18,1,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",8.7575093,51.7189205
"2483","Pantgouin ,France","7/5/1944",NA,"","X","Pantgouin","Transportation","France","Dive Bombing","P-47",NA,NA,"",NA,NA,NA,7,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",1.161395,48.481363
"2484","Paris-Irvy ,France","12/31/1943",171,"","","Paris-Irvy","Industry","France","","B-17",125,NA,"",NA,NA,NA,120,"","Bois-Colombes","","1207-1227",NA,"1",NA,NA,"1",49,NA,2,10,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.38822,48.813055
"2485","Paris ,France","9/26/1943",103,"","","Paris","Industry","France","After crossing coast abaondon mission","B-17",55,NA,"",NA,55,NA,NA,"","","","",NA,"",NA,NA,"1",8,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3522219,48.856614
"2486","Paris ,France","6/22/1944",432,"","","Paris","Oil","France","","B-24",113,NA,"",NA,NA,NA,101,"","Oil dump","","",NA,"2",NA,NA,"3",37,1,2,23,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3522219,48.856614
"2487","Paris ,France","12/10/1943",150,"","","Paris","Leaflets","France","Caen, Rouen, Amiens","B-17",6,NA,"",NA,NA,NA,6,"","","1200000","2026-2102",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3522219,48.856614
"2488","Paris ,France","6/27/1944",NA,"","X","Paris","Transportation","France","Dive Bombing","P-51",246,NA,"",NA,NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,1,0,0,"","","","","","","","","","","","","",2.3522219,48.856614
"2489","Paris ,France","12/27/1943",165,"","","Paris","Leaflets","France","","B-17",7,NA,"",NA,NA,NA,7,"","","1392000","1735-1812",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3522219,48.856614
"2490","Paris ,France","11/6/1943",123,"","","Paris","Leaflets","France","","B-17",2,NA,"",NA,NA,NA,2,"","","","0241-0250",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3522219,48.856614
"2491","Paris ,France","10/4/1943",109,"","","Paris","Leaflets","France","","B-17",4,NA,"",NA,NA,NA,4,"","","240352","2257-2307",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3522219,48.856614
"2492","Paris ,France","6/2/1944",383,"","","Paris","Railroad","France","","B-17",242,NA,"",NA,NA,NA,163,"","","","",NA,"",NA,NA,"",90,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","Juvisy","","","","","",2.3522219,48.856614
"2493","Paris ,France","1/8/1944",179,"","","Paris","Leaflets","France","Chartres,Caen, Evreux","B-17",5,NA,"",NA,NA,NA,5,"","","1080000","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3522219,48.856614
"2494","Paris ,France","11/10/1943",126,"","","Paris","Leaflets","France","Rennes, Le Mans and Rouen","B-17",5,NA,"",NA,NA,NA,5,"","","","2020-2051",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3522219,48.856614
"2495","Paris ,France","11/18/1943",133,"","","Paris","Leaflets","France","Paris, Orleans, Chartres, Rennes and Le Mans","B-17",5,NA,"",NA,NA,NA,5,"","","","2015-2041",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3522219,48.856614
"2496","Paris ,France","8/14/1944",NA,"","","Paris","Fighter Sweep","France","Fighter Bomber","P-51",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"2",NA,NA,"",NA,NA,NA,1,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3522219,48.856614
"2497","Paris ,France","8/14/1944",NA,"","","Paris","Fighter Sweep","France","Fighter Bomber","P-38",136,NA,"",NA,NA,NA,136,"","","","",NA,"1",NA,NA,"1",2,NA,NA,1,3,"0",1,NA,NA,NA,"","","","","","","","","","","","","",2.3522219,48.856614
"2498","Paris ,France","11/8/1943",125,"","","Paris","Leaflets","France","","B-17",2,NA,"",NA,NA,NA,2,"","","312000","0038-0042",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3522219,48.856614
"2499","Paris ,France","11/5/1943",122,"","","Paris","Leaflets","France","Amiens, Rouen and Caen","",5,NA,"",NA,NA,NA,5,"","","1004000","1917-2005",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3522219,48.856614
"2500","Paris ,France","6/22/1944",432,"","","Paris","Escort","France","","P-51",NA,86,"",NA,8,NA,78,"","","","",NA,"3",NA,NA,"",NA,NA,NA,3,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3522219,48.856614
"2501","Paris ,France","4/4/1943",49,"","","Paris","Industry","France","","B-17",97,NA,"",NA,NA,NA,85,"","Renault armament and motor works","","1414-1417",NA,"4",NA,NA,"",16,NA,6,39,47,"13",6,NA,NA,NA,"","","","","","","","","","","","","",2.3522219,48.856614
"2502","Paris ,France","11/29/1943",141,"","","Paris","Leaflets","France","Reims, Le Mans, Orleans, Chartres, Amiens, rouen","B-17",8,NA,"",NA,NA,NA,NA,"","","1600000","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3522219,48.856614
"2503","Paris ,France","8/11/1944",NA,"","","Paris","Fighter Sweep","France","","P-47",180,NA,"",NA,15,NA,165,"","","","",NA,"",NA,NA,"",NA,NA,NA,NA,3,"0",0,2,0,0,"","","","","","","","","","","","","",2.3522219,48.856614
"2504","Paris ,France","6/2/1944",383,"","","Paris","Railroad","France","","B-17",NA,NA,"",NA,NA,NA,NA,"49","Conches Airfield","","",NA,"2",NA,NA,"",NA,NA,NA,20,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3522219,48.856614
"2505","Paris ,France","12/4/1943",147,"","","Paris","Leaflets","France","Rouen, Lille","B-17",4,NA,"",NA,NA,NA,4,"","","8000000","0222-0333",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3522219,48.856614
"2506","Paris ,France","6/2/1944",383,"","","Paris","Railroad","France","","B-17",NA,NA,"",NA,NA,NA,NA,"1","Caen/Carpiquet Airfield","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3522219,48.856614
"2507","Paris ,France","10/20/1943",117,"","","Paris","Leaflets","France","Roen and Paris","B-17",5,NA,"",NA,NA,NA,5,"","","876960","2211-2217",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3522219,48.856614
"2508","Paris ,France","12/12/1943",153,"","","Paris","Leaflets","France","Amiens, Orleans","B-17",4,NA,"",NA,NA,NA,4,"","","800000","2033-2044",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3522219,48.856614
"2509","Paris ,France","8/12/1944",NA,"","","Paris","Transportation","France","Ground Support","P-51",NA,NA,"",NA,NA,NA,NA,"","NE of Paris","","",NA,"2",NA,NA,"3",NA,NA,NA,2,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3522219,48.856614
"2510","Paris ,France","12/22/1943",162,"","","Paris","Leaflets","France","Amiens, Chartres, Orleans, Rennes","B-17",6,NA,"",NA,NA,NA,6,"","","1212000","1942-2018",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3522219,48.856614
"2511","Paris ,France","11/30/1943",144,"","","Paris","Leaflets","France","Rouen, Tours,  in Germany Krefield, Oplanden","B-17",6,NA,"",NA,NA,NA,NA,"","","1407500","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3522219,48.856614
"2512","Paris ,France","6/23/1944",437,"","","Paris","Fighter-Bomber","France","","P-38",195,NA,"",NA,NA,NA,169,"","","","",NA,"2",NA,NA,"",NA,NA,NA,2,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3522219,48.856614
"2513","Paris ,France","8/12/1944",NA,"","","Paris","Transportation","France","Ground Support","P-47",220,NA,"",NA,NA,NA,NA,"","NE of Paris","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3522219,48.856614
"2514","Paris ,France","6/2/1944",383,"","","Paris","Railroad","France","","B-17",NA,NA,"",NA,NA,NA,NA,"12","Beaumont-sur-Oise Airfield","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3522219,48.856614
"2515","Paris ,France","12/19/1943",158,"","","Paris","Leaflets","France","Amiens, Chartres","B-17",5,NA,"",NA,NA,NA,5,"","","1000000","2059-2135",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3522219,48.856614
"2516","Paris St Quentin ,France","8/7/1944",527,"","","Paris St Quentin","Transportation","France","Force 1","B-24",NA,NA,"",NA,NA,NA,12,"","Bridge","","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",3.2970708,49.8400048
"2517","Paris, Caen, Rouen, Amiens ,France","2/21/1944",229,"","","Paris, Caen, Rouen, Amiens","Leaflet","France","","B-17",5,NA,"",NA,NA,NA,5,"","","250 Bundels","2215-2327",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3078414,48.88333
"2518","Paris, Rouen, Amiens, Reims, Orleans and Rennes ,France","2/3/1944",207,"","","Paris, Rouen, Amiens, Reims, Orleans and Rennes","Leaflets","France","","B-17",7,NA,"",NA,NA,NA,7,"","","420 bundles","2110-2146",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",1.9063197,47.8993423
"2519","Paris, Rouen, Le Mans, Rennes, Vichy, Lyon, Limoges, Toulouse ,","4/11/1944",299,"","","Paris, Rouen, Le Mans, Rennes, Vichy, Lyon, Limoges, Toulouse","Leaflet","","","B-17",5,NA,"",NA,NA,NA,5,"","","2000000","2301-0055",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3522219,48.856614
"2520","Paris, The Hague, Amsterdam, Leevwarden ,France","3/22/1944",274,"","","Paris, The Hague, Amsterdam, Leevwarden","Leaflet","France","","B-17",6,NA,"",NA,NA,NA,6,"","","263 Bundles","2135-2207",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",4.3090814,52.0798083
"2521","Paris/Brussels ,France","8/12/1944",NA,"","","Paris/Brussels","Transportation","France","Ground Support","P-51",NA,NA,"",NA,NA,NA,NA,"","","","",NA,"7",NA,NA,"",NA,NA,NA,7,NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","",2.3553137,48.8809481
"2522","Paris/Brussels ,France","8/12/1944",NA,"","","Paris/Brussels","Transportation","France","Ground Support","P-38",486,NA,"",NA,NA,NA,NA,"","","","",NA,"1",NA,NA,"",NA,NA,NA,1,5,"0",0,13,0,0,"","","","","","","","","","","","","",2.3553137,48.8809481
