"","target_country","Date","Mission.Number","VIII.Ftr.Missions","VIII.Air.Support.Cmd","Target","Mission.Target.Type","Country","Notes","A.C.Type","Dispatched","Escorts","Recalled","RTB","Aborted","Lost.en.route","Bombed","Bombed.Opportunity","Target.Notes","Quantity","TimeOverTarget","Lost.return","Total.Lost","Interned","Crashed","Cat.E","Damaged","KIA","WIA","MIA","Claims.Destroyed","Probable","Damaged2","Gnd.Dest","Gnd.Prob","Gnd.DMG","Notes3","X4th.FG","X44.BG.H.","X91.BG.H.","X93.BG.H.","X97.BG.H.","X301.BG.H.","X303.BG.H.","X305.BG.H.","X306.BG.H.","X322.BG.M.","X323.BG.M.","X15.BS..LT.","lon","lat","lost_dispatched_ratio","has_weather","norway_denmark","target_type_2","distance","germany"
"460","Avord ,France","5/23/1944",364,"","","Avord","Airfield","France","","B-24",0,0,0,0,0,0,88,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.652172,47.032962,NA,0,0,"Airfield",536.612426303101,0
"461","Bad Kreuznach ,Germany","7/21/1944",486,"","","Bad Kreuznach","Factory","Germany","1 AD","B-17",0,0,0,0,0,0,13,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",7.8731346,49.8440162,NA,0,0,"Industry",593.453651718017,1
"462","Bad Munster ,Germany","7/21/1944",486,"","","Bad Munster","Factory","Germany","1 AD","B-17",0,0,0,0,0,0,12,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",7.8424198,49.8103512,NA,0,0,"Industry",592.763652454561,1
"463","Bad Nauheim ,Germany","7/20/1944",484,"","","Bad Nauheim","Factory","Germany","2 AD","B-24",0,0,0,0,0,0,12,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",8.7393914,50.3672668,NA,0,0,"Industry",634.328081954679,1
"464","Bad Salzungen ,Germany","7/20/1944",484,"","","Bad Salzungen","Factory","Germany","2 AD","B-24",0,0,0,0,0,0,10,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",10.2322338,50.8104414,NA,0,0,"Industry",726.804758199817,1
"465","Barenton ,France","7/8/1944",460,"","","Barenton","Railroad","France","","B-17",0,0,0,0,0,0,20,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",-0.832288,48.599457,NA,0,0,"Transportation",326.784040772381,0
"466","Basdorf ,Germany","3/22/1944",273,"","","Basdorf","Escort","Germany","9th AF P-51s also","P-51",196,196,0,0,0,0,0,"","","","",0,4,0,0,2,0,0,0,4,0,"",0,0,0,0,"","","","","","","","","","","","","",13.4349237,52.7191436,Inf,0,0,"Escort",935.70040698157,1
"467","Basdorf ,Germany","3/22/1944",273,"","","Basdorf","Aircraft","Germany","","B-24",0,0,0,0,0,0,0,"1","Heide","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.4349237,52.7191436,NA,0,0,"Aircraft",935.70040698157,1
"468","Basdorf ,Germany","3/22/1944",273,"","","Basdorf","Escort","Germany","9th AF P-47s too","P-47",496,496,0,0,0,0,0,"","","","",0,5,0,0,1,9,0,1,5,0,"",0,0,0,0,"","","","","","","","","","","","","",13.4349237,52.7191436,Inf,0,0,"Escort",935.70040698157,1
"469","Basdorf ,Germany","3/22/1944",273,"","","Basdorf","Escort","Germany","","P-38",125,125,0,0,0,0,0,"","","","",0,3,0,0,0,7,0,0,3,0,"",0,1,0,0,"","","","","","","","","","","","","",13.4349237,52.7191436,Inf,0,0,"Escort",935.70040698157,1
"470","Bayreuth ,Germany","3/20/1945",0,"","","Bayreuth","","Germany","","B-17",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","Bayreuth","","","","","",11.5713346,49.9456399,NA,0,0,"",841.475908632791,1
"471","Beaches ,France","6/11/1944",0,"","","Beaches","Fighter Sweep","France","","P-38",143,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",0.0660349,49.3600494,0,0,0,"Fighter Sweep",238.61530825722,0
"472","Beaumetz/Les-Aire ,France","7/6/1944",455,"","","Beaumetz/Les-Aire","V-Weapons","France","","B-17",641,0,0,0,0,0,556,"","18 Sites","","",0,0,0,0,1,161,2,3,0,0,"",0,0,0,0,"","","","","","","","Beaumetz/Les-Aire","","","","","",2.228659,50.540706,0,0,0,"V-Weapons",196.547980548942,0
"473","Beaumont-Le-Roger ,France","6/28/1943",69,"","","Beaumont-Le-Roger","Airfield","France","","B-17",50,0,0,0,0,0,43,"","","","1736-1740",0,0,0,0,0,6,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",0.777465,49.081506,0,0,0,"Airfield",276.814541961066,0
"474","Beaumont-Le-Roger ,France","6/11/1944",405,"","","Beaumont-Le-Roger","Airfield","France","Weather over Germany - bomb France instead","B-17",471,0,0,0,0,0,38,"","","","",0,2,0,0,0,11,0,0,20,0,"",0,0,0,0,"","","","","","","","","","","","","",0.777465,49.081506,0.00424628450106157,1,0,"Airfield",276.814541961066,0
"475","Beaumont-sur-Oise ,France","6/13/1944",410,"","","Beaumont-sur-Oise","Airfield","France","","B-17",112,0,0,0,0,0,41,"","","","",0,0,0,0,0,15,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.284601,49.141551,0,0,0,"Airfield",313.541538314375,0
"476","Beaumont-sur-Oise ,France","7/4/1944",451,"","","Beaumont-sur-Oise","Airfield","France","","B-24",0,0,0,0,0,0,25,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.284601,49.141551,NA,0,0,"Airfield",313.541538314375,0
"477","Beaumont-sur-Oise ,France","6/11/1944",405,"","","Beaumont-sur-Oise","Airfield","France","","B-24",0,0,0,0,0,0,36,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.284601,49.141551,NA,0,0,"Airfield",313.541538314375,0
"478","Beaumont-sur-Oise ,France","5/30/1944",380,"","","Beaumont-sur-Oise","Railroad Bridge","France","","",0,0,0,0,0,0,26,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.284601,49.141551,NA,0,0,"Transportation",313.541538314375,0
"479","Beaumont-sur-Oise ,France","5/31/1944",382,"","","Beaumont-sur-Oise","Bridges","France","Azon bombs","B-24",5,0,0,0,0,0,4,"","Melun bridges also","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.284601,49.141551,0,0,0,"Transportation",313.541538314375,0
"480","Beaumont-sur-Oise ,France","5/24/1944",368,"","","Beaumont-sur-Oise","Bridges","France","","P-51",124,24,0,0,0,0,59,"","","","",0,3,0,0,0,6,0,1,3,3,"0",1,2,0,1,"","","","","","","","","","","","","",2.284601,49.141551,0.0241935483870968,0,0,"Transportation",313.541538314375,0
"481","Beaumont Le Roger ,France","9/11/1943",0,"","56","Beaumont Le Roger","Airfield","France","","B-26",35,0,0,0,0,0,32,"","","","1756",0,0,0,0,1,4,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",0.777465,49.081506,0,0,0,"Airfield",276.814541961066,0
"482","Beaumont Le Roger ,France","9/16/1943",0,"","59","Beaumont Le Roger","Airfield","France","","B-26",72,0,0,0,0,0,67,"","","","1735",0,0,0,0,0,2,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",0.777465,49.081506,0,0,0,"Airfield",276.814541961066,0
"483","Beaumont Le Roger ,France","7/4/1944",451,"","","Beaumont Le Roger","Airfield","France","","B-24",0,0,0,0,0,0,50,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",0.777465,49.081506,NA,0,0,"Airfield",276.814541961066,0
"484","Beaumont Le Roger ,France","8/16/1943",0,"","22A","Beaumont Le Roger","Airfield","France","","B-26",35,0,0,0,0,0,29,"","","","1700",0,0,0,0,0,2,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",0.777465,49.081506,0,0,0,"Airfield",276.814541961066,0
"485","Beaumont Le Roger ,France","9/18/1943",0,"","62","Beaumont Le Roger","Airfield","France","Weather recall","B-26",72,0,72,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",0.777465,49.081506,0,1,0,"Airfield",276.814541961066,0
"486","Beaumont Le Roger ,France","8/22/1943",0,"","30A","Beaumont Le Roger","Airfield","France","","B-26",36,0,0,0,0,0,35,"","","","2110",0,1,0,0,0,8,0,1,6,3,"",0,0,0,0,"","","","","","","","","","","","","",0.777465,49.081506,0.0277777777777778,0,0,"Airfield",276.814541961066,0
"487","Beaumont Le Roger ,France","9/3/1943",0,"","44","Beaumont Le Roger","Airfield","France","","B-26",36,0,0,0,0,0,31,"","","","1007",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",0.777465,49.081506,0,0,0,"Airfield",276.814541961066,0
"488","Beautor ,France","8/2/1944",511,"","","Beautor","Transportation","France","","B-17",0,0,0,0,0,0,21,"","Railroad Bridge","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",3.344862,49.658641,NA,0,0,"Transportation",319.756507622732,0
"489","Beauvais/Nivelliers ,France","6/13/1944",410,"","","Beauvais/Nivelliers","Airfield","France","","B-17",0,0,0,0,0,0,56,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.0807123,49.4295387,NA,0,0,"Airfield",278.571222113056,0
"490","Beauvais/Nivilliers ,France","10/4/1943",0,"","79","Beauvais/Nivilliers","Airfield","France","Clouds over target","B-26",25,0,0,25,0,0,0,"","Evreux/Fauville Airfield","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.166759,49.457052,0,1,0,"Airfield",279.515358583417,0
"491","Beauvais/Tille ,France","6/11/1944",405,"","","Beauvais/Tille","Airfield","France","","B-24",0,0,0,0,0,0,12,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.112728,49.463621,NA,0,0,"Airfield",276.702862052867,0
"492","Beauvais/Tille ,France","9/27/1943",0,"","73","Beauvais/Tille","Airfield","France","","B-26",72,0,0,0,0,0,65,"","","","1044-1045",0,0,0,0,1,23,0,0,4,4,"6",4,0,0,0,"","","","","","","","","","","","","",2.112728,49.463621,0,0,0,"Airfield",276.702862052867,0
"493","Beauvais/Tille ,France","9/18/1943",0,"","61","Beauvais/Tille","Airfield","France","","B-26",72,0,0,0,0,0,25,"","","","",0,0,0,0,0,12,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.112728,49.463621,0,0,0,"Airfield",276.702862052867,0
"494","Beauvais/Tille ,France","9/24/1943",0,"","70","Beauvais/Tille","Airfield","France","","B-26",72,0,0,0,0,0,66,"","","","1602-1603",0,0,0,0,0,17,0,0,0,1,"0",0,0,0,0,"","","","","","","","","","","","","",2.112728,49.463621,0,0,0,"Airfield",276.702862052867,0
"495","Beauvais/Tille ,France","10/3/1943",0,"","78","Beauvais/Tille","Airfield","France","","B-26",72,0,0,0,0,0,63,"","","","1724-1727",0,1,0,0,0,27,0,5,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.112728,49.463621,0.0138888888888889,0,0,"Airfield",276.702862052867,0
"496","Beauvais/Tille ,France","9/3/1943",0,"","44","Beauvais/Tille","Airfield","France","","B-26",36,0,0,0,0,0,36,"","","","907",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.112728,49.463621,0,0,0,"Airfield",276.702862052867,0
"497","Beauvais/Tille ,France","9/22/1943",0,"","66","Beauvais/Tille","Airfield","France","Weather aborts","B-26",72,0,72,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.112728,49.463621,0,1,0,"Airfield",276.702862052867,0
"498","Beauvais/Tille ,France","6/16/1944",416,"","","Beauvais/Tille","Airfield","France","","B-24",0,0,0,0,0,0,17,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.112728,49.463621,NA,0,0,"Airfield",276.702862052867,0
"499","Beauvais/Tille ,France","9/21/1943",0,"","65","Beauvais/Tille","Airfield","France","Weather aborts","B-26",73,0,0,0,20,0,44,"","","","0937-0338",0,1,0,0,1,12,2,4,7,1,"0",0,0,0,0,"","","","","","","","","","","","","",2.112728,49.463621,0.0136986301369863,1,0,"Airfield",276.702862052867,0
"500","Beauvais/Tille Airfield ,France","9/9/1943",93,"","","Beauvais/Tille Airfield","Airfield","France","Mission 93 is Operation STARKEY - dress rehearsal for Overlord air operations","B-17",63,0,0,0,0,0,59,"","","","0816-0819",0,0,0,0,0,6,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.1115111,49.4544677,0,0,0,"Airfield",277.497544529072,0
"501","Beauvoir ,France","6/16/1944",416,"","","Beauvoir","V-Weapons","France","","B-24",0,0,0,0,0,0,21,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",-1.504322,48.5966049,NA,0,0,"V-Weapons",337.830598581319,0
"502","Beauvoir ,France","6/15/1944",414,"","","Beauvoir","V-Weapons","France","","B-17",0,0,0,0,0,0,59,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",-1.504322,48.5966049,NA,0,0,"V-Weapons",337.830598581319,0
"503","Beauvois ,France","6/14/1944",412,"","","Beauvois","Transportation","France","","B-24",0,0,0,0,0,0,50,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.231348,50.37441,NA,0,0,"Transportation",207.572380692162,0
"504","Beavais/Nivelliers ,France","6/11/1944",405,"","","Beavais/Nivelliers","Airfield","France","","B-24",0,0,0,0,0,0,27,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.0807123,49.4295387,NA,0,0,"Airfield",278.571222113056,0
"505","Belford ,France","5/11/1944",350,"","","Belford","Railroad","France","","B-24",0,0,0,0,0,0,0,"24","Chaumont","","",0,1,0,0,0,0,0,0,10,0,"",0,0,0,0,"","","","","","","","","","","","","",6.863849,47.639674,Inf,0,0,"Transportation",662.40151121211,0
"506","Belford ,France","8/11/1944",541,"","","Belford","Transportation","France","Force 1","B-17",157,0,0,0,0,0,76,"","","","",0,0,0,0,0,16,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",6.863849,47.639674,0,0,0,"Transportation",662.40151121211,0
"507","Belford ,France","5/25/1944",370,"","","Belford","Railroad","France","","B-24",307,0,0,0,0,0,74,"","","","",0,2,0,0,0,57,0,0,20,0,"",0,0,0,0,"","","","","","","","","","","","","",6.863849,47.639674,0.00651465798045603,0,0,"Transportation",662.40151121211,0
"508","Belford ,France","5/11/1944",350,"","","Belford","Railroad","France","","B-24",74,0,0,0,0,0,33,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",6.863849,47.639674,0,0,0,"Transportation",662.40151121211,0
"510","Belgium & Dutch Coast ,Belgium","9/22/1943",0,"","","Belgium & Dutch Coast","Fighter Sweep","Belgium","","P-47",155,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",4.469936,50.503887,0,0,0,"Fighter Sweep",340.580324051365,0
"511","Belgium ,Belgium","7/6/1944",457,"","","Belgium","Leaflet","Belgium","France and Belgium","B-17",7,0,0,0,0,0,7,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",4.469936,50.503887,0,0,0,"Leaflet",340.580324051365,0
"512","Belgium, France ,","4/23/1944",313,"","","Belgium, France","Airfields","","","P-47",166,0,0,0,0,0,166,"","Leningen, Le Culot, Chievres, Denain/Purvy, Hagenau","","",0,5,0,0,0,19,0,0,5,0,"",0,0,0,0,"7-0-22 gnd","","","","","","","","","","","","",4.469936,50.503887,0.0301204819277108,0,0,"Airfield",340.580324051365,0
"513","Belgium, France ,Belgium","5/15/1944",357,"","","Belgium, France","Leaflet","Belgium","10 Towns","B-17",3,0,0,0,0,0,3,"","","1100000","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",4.469936,50.503887,0,0,0,"Leaflet",340.580324051365,0
"514","Belgium, France ,Europe","5/27/1944",375,"","","Belgium, France","Leaflet","Europe","","B-17",4,0,0,0,0,0,4,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",4.469936,50.503887,0,0,0,"Leaflet",340.580324051365,0
"515","Belgium, Netherlands ,Europe","5/23/1944",366,"","","Belgium, Netherlands","Leaflet","Europe","","B-17",5,0,0,0,0,0,4,"","928000","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",4.469936,50.503887,0,0,0,"Leaflet",340.580324051365,0
"516","Belgium, Norway ,Belgium","5/28/1944",377,"","","Belgium, Norway","Leaflet","Belgium","","B-17",5,0,0,0,0,0,5,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",4.3841211,50.8435465,0,0,0,"Leaflet",323.237770748149,0
"517","belgrade","8/10/1944",0,"","","Yugoslavia","Escort","Yugoslavia","Escorting 15th AF C-47s","P-51",45,45,0,0,0,0,0,"","Rescuing Allied aircrews behind enemy lines","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",20.4489216,44.786568,0,0,0,"Escort",1693.53878777247,0
"518","Belloy-Sur-Somme ,France","7/2/1944",450,"","","Belloy-Sur-Somme","V-Weapons","France","","B-24",0,0,0,0,0,0,12,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.136139,49.966225,NA,0,0,"V-Weapons",233.645647940405,0
"519","Berck ,France","6/10/1944",403,"","","Berck","Communications","France","","B-17",0,0,0,0,0,0,26,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",1.591865,50.408188,NA,0,0,"Communications",171.215035986879,0
"520","Berck ,France","6/11/1944",405,"","","Berck","Communications","France","Weather over Germany - bomb France instead","B-17",0,0,0,0,0,0,36,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",1.591865,50.408188,NA,1,0,"Communications",171.215035986879,0
"521","Bergen ,Norway","7/24/1943",75,"","","Bergen","Port","Norway","10/10 clouds","B-17",84,0,0,84,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",5.3220544,60.3912628,0,1,1,"Uboats",1045.58876281909,0
"522","Bergen/Alkmaar Airfield ,Netherlands","9/7/1943",92,"","","Bergen/Alkmaar Airfield","Airfield","Netherlands","2nd Bombardment Division","B-24",29,0,0,0,0,0,3,"","","","857",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",4.7063946,52.6749368,0,0,0,"Airfield",355.516553328677,0
"523","Bergen/Alkmaar Airfield ,Netherlands","9/7/1943",92,"","","Bergen/Alkmaar Airfield","Airfield","Netherlands","","B-24",0,0,0,0,0,0,0,"19","hit a convoy instead","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",4.7063946,52.6749368,NA,0,0,"Airfield",355.516553328677,0
"524","Berka ,Germany","7/20/1944",484,"","","Berka","Factory","Germany","2 AD","B-24",0,0,0,0,0,0,21,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",11.281641,50.8982547,NA,0,0,"Industry",797.871833720692,1
"525","Berlin ,Germany","5/7/1944",342,"","","Berlin","Industry","Germany","PPF","B-17",600,0,0,0,0,0,514,"","","","",0,8,0,0,2,265,8,14,83,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,0.0133333333333333,0,0,"Industry",932.799632617258,1
"526","Berlin ,Germany","3/8/1944",252,"","","Berlin","Escort","Germany","","P-38",104,104,0,0,0,0,0,"","","","",0,3,0,0,1,2,1,0,4,9,"2",5,8,7,4,"","","","","","","","","","","","","",13.404954,52.5200066,Inf,0,0,"Escort",932.799632617258,1
"527","Berlin ,Germany","8/6/1944",524,"","","Berlin","Aircraft ","Germany","Force 2","B-17",0,0,0,0,0,0,0,"7","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,NA,0,0,"Aircraft",932.799632617258,1
"528","Berlin ,Germany","5/8/1944",344,"","","Berlin","Industry","Germany","","B-17",0,0,0,0,0,0,0,"8","Magderburg","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,NA,0,0,"Industry",932.799632617258,1
"529","Berlin ,Germany","3/4/1944",247,"","","Berlin","Industry","Germany","","B-17",0,0,0,0,0,0,0,"7","Frankfurt","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,NA,0,0,"Industry",932.799632617258,1
"530","Berlin ,Germany","3/9/1944",253,"","","Berlin","Industry","Germany","","B-17",361,0,0,0,0,0,339,"","","","",0,6,0,0,1,221,10,6,43,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,0.0166204986149584,0,0,"Industry",932.799632617258,1
"531","Berlin ,Germany","3/4/1944",247,"","","Berlin","Industry","Germany","","B-17",0,0,0,0,0,0,0,"30","Berlin/Klein Machnow","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,NA,0,0,"Industry",932.799632617258,1
"532","Berlin ,Germany","5/8/1944",344,"","","Berlin","Escort","Germany","","P-47",295,295,0,0,0,0,0,"","","","",0,4,0,0,1,0,0,4,9,1,"5",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,Inf,0,0,"Escort",932.799632617258,1
"533","Berlin ,Germany","5/4/1944",338,"","","Berlin","Escort","Germany","","P-38",50,50,0,0,0,0,0,"","","","",0,0,0,0,0,1,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,NA,0,0,"Escort",932.799632617258,1
"534","Berlin ,Germany","5/8/1944",344,"","","Berlin","Escort","Germany","","P-51",282,282,0,0,0,0,0,"","","","",0,5,0,0,1,1,0,0,5,40,"3",12,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,Inf,0,0,"Escort",932.799632617258,1
"535","Berlin ,Germany","3/4/1944",247,"","","Berlin","Industry","Germany","","B-17",0,0,0,0,0,0,0,"35","Cologne","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,NA,0,0,"Industry",932.799632617258,1
"536","Berlin ,Germany","5/19/1944",358,"","","Berlin","Industry","Germany","","B-17",0,0,0,0,0,0,0,"1","Various","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,NA,0,0,"Industry",932.799632617258,1
"537","Berlin ,Germany","5/24/1944",367,"","","Berlin","Industry","Germany","","B-17",616,0,0,0,0,0,464,"","","","",0,33,0,0,1,256,4,24,482,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,0.0535714285714286,0,0,"Industry",932.799632617258,1
"538","Berlin ,Germany","3/6/1944",250,"","","Berlin","Escort","Germany","9th AF","P-51",100,100,0,0,0,0,0,"","","","",0,5,0,0,0,2,0,0,5,43,"1",20,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,Inf,0,0,"Escort",932.799632617258,1
"539","Berlin ,Germany","4/29/1944",327,"","","Berlin","Railroad","Germany","","B-17",0,0,0,0,0,0,0,"4","Various","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,NA,0,0,"Transportation",932.799632617258,1
"540","Berlin ,Germany","4/29/1944",327,"","","Berlin","Escort","Germany","9th AF P-51s also","P-51",234,234,0,0,0,0,0,"","","","",0,10,0,0,0,16,0,0,9,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,Inf,0,0,"Escort",932.799632617258,1
"541","Berlin ,Germany","5/24/1944",367,"","","Berlin","Industry","Germany","","B-17",0,0,0,0,0,0,0,"6","Various","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,NA,0,0,"Industry",932.799632617258,1
"542","Berlin ,Germany","3/4/1944",247,"","","Berlin","Industry","Germany","","B-17",502,0,0,0,0,0,249,"","","","",0,15,0,0,0,120,3,11,141,0,"",0,0,0,0,"95th BG first to bomb","","","","","","","","","","","","",13.404954,52.5200066,0.0298804780876494,0,0,"Industry",932.799632617258,1
"543","Berlin ,Germany","5/8/1944",344,"","","Berlin","Industry","Germany","","B-17",0,0,0,0,0,0,0,"17","Brandenburg","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,NA,0,0,"Industry",932.799632617258,1
"544","Berlin ,Germany","3/8/1944",252,"","","Berlin","Escort","Germany","","P-47",613,613,0,0,0,0,0,"","","","",0,10,0,0,13,4,2,2,10,49,"6",18,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,Inf,0,0,"Escort",932.799632617258,1
"545","Berlin ,Germany","3/6/1944",250,"","","Berlin","Escort","Germany","9th AF P-47s too","P-47",615,615,0,0,0,0,0,"","","","",0,5,0,0,3,4,0,2,5,36,"7",12,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,Inf,0,0,"Escort",932.799632617258,1
"546","Berlin ,Germany","3/4/1944",247,"","","Berlin","Escort","Germany","9th AF","P-51",121,121,0,0,0,0,0,"","","","",0,16,0,0,1,1,1,0,16,5,"2",1,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,Inf,0,0,"Escort",932.799632617258,1
"547","Berlin ,Germany","3/6/1944",250,"","","Berlin","Industry","Germany","","B-24",198,0,0,0,0,0,198,"","Genshagen, Potsdam, plus secondary and various","","",0,16,0,0,1,54,15,8,148,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,0.0808080808080808,0,0,"Industry",932.799632617258,1
"548","Berlin ,Germany","3/4/1944",247,"","","Berlin","Industry","Germany","","B-17",0,0,0,0,0,0,0,"100","Bonn","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,NA,0,0,"Industry",932.799632617258,1
"549","Berlin ,Germany","3/4/1944",247,"","","Berlin","Escort","Germany","","P-38",86,86,0,0,0,0,0,"","","","",0,4,0,0,2,1,1,0,4,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,Inf,0,0,"Escort",932.799632617258,1
"550","Berlin ,Germany","3/6/1944",250,"","","Berlin","Escort","Germany","","P-38",86,86,0,0,0,0,0,"","","","",0,1,0,0,0,0,0,0,1,3,"0",1,0,0,0,"1-0-12 gnd","","","","","","","","","","","","",13.404954,52.5200066,Inf,0,0,"Escort",932.799632617258,1
