"","target_country","Date","Mission.Number","VIII.Ftr.Missions","VIII.Air.Support.Cmd","Target","Mission.Target.Type","Country","Notes","A.C.Type","Dispatched","Escorts","Recalled","RTB","Aborted","Lost.en.route","Bombed","Bombed.Opportunity","Target.Notes","Quantity","TimeOverTarget","Lost.return","Total.Lost","Interned","Crashed","Cat.E","Damaged","KIA","WIA","MIA","Claims.Destroyed","Probable","Damaged2","Gnd.Dest","Gnd.Prob","Gnd.DMG","Notes3","X4th.FG","X44.BG.H.","X91.BG.H.","X93.BG.H.","X97.BG.H.","X301.BG.H.","X303.BG.H.","X305.BG.H.","X306.BG.H.","X322.BG.M.","X323.BG.M.","X15.BS..LT.","lon","lat","lost_dispatched_ratio","has_weather","norway_denmark","target_type_2","distance","germany"
"551","Berlin ,Germany","3/8/1944",252,"","","Berlin","Ball Bearing","Germany","","B-17",414,0,0,0,0,0,320,"","","","",0,28,0,0,1,0,4,14,364,63,"17",19,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,0.0676328502415459,0,0,"Industry",932.799632617258,1
"552","Berlin ,Germany","3/6/1944",250,"","","Berlin","Industry","Germany","","B-17",226,0,0,0,0,0,0,"226","Templin, Verden, Kalkeberge, Potsdam, Oranienburg, Wittenberg","","",0,35,0,0,3,121,0,14,354,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,0.154867256637168,0,0,"Industry",932.799632617258,1
"553","Berlin ,Germany","3/6/1944",250,"","","Berlin","Industry","Germany","","B-17",248,0,0,0,0,0,0,"248","Secondary targets in Berlin","","",0,18,0,0,2,172,2,8,184,97,"28",60,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,0.0725806451612903,0,0,"Industry",932.799632617258,1
"554","Berlin ,Germany","3/9/1944",253,"","","Berlin","Escort","Germany","","P-38",83,83,0,0,0,0,0,"","","","",0,1,0,0,2,0,1,0,1,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,Inf,0,0,"Escort",932.799632617258,1
"555","Berlin ,Germany","3/3/1945",0,"","","Berlin","","Germany","","B-17",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","Berlin","","","","","",13.404954,52.5200066,NA,0,0,"",932.799632617258,1
"556","Berlin ,Germany","5/4/1944",338,"","","Berlin","Industry","Germany","Brunswich also","B-17",591,0,591,0,0,0,0,"40","Bergan/Alkmer AF","","",0,0,0,0,1,15,2,1,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,0,0,0,"Industry",932.799632617258,1
"557","Berlin ,Germany","8/6/1944",524,"","","Berlin","Aircraft ","Germany","Force 2","B-17",0,0,0,0,0,0,45,"","Berlin diesel factory","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,NA,0,0,"Aircraft",932.799632617258,1
"558","Berlin ,Germany","4/29/1944",327,"","","Berlin","Escort","Germany","","P-38",117,117,0,0,0,0,0,"","","","",0,3,0,0,0,0,0,0,3,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,Inf,0,0,"Escort",932.799632617258,1
"559","Berlin ,Germany","3/4/1944",247,"","","Berlin","Escort","Germany","9th AF P-47s too","P-47",563,563,0,0,0,0,0,"","","","",0,4,0,0,1,5,0,0,3,3,"1",3,0,0,0,"1-0-0 gnd","","","","","","","","","","","","",13.404954,52.5200066,Inf,0,0,"Escort",932.799632617258,1
"560","Berlin ,Germany","3/4/1944",247,"","","Berlin","Industry","Germany","","B-17",0,0,0,0,0,0,0,"33","Various","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,NA,0,0,"Industry",932.799632617258,1
"561","Berlin ,Germany","3/8/1944",252,"","","Berlin","Ball Bearing","Germany","","B-17",0,0,0,0,0,0,0,"36","Wildau plus various","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,NA,0,0,"Industry",932.799632617258,1
"562","Berlin ,Germany","5/8/1944",344,"","","Berlin","Industry","Germany","","B-24",307,0,0,0,0,0,288,"","","","",0,11,0,0,7,28,7,8,112,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,0.0358306188925081,0,0,"Industry",932.799632617258,1
"563","Berlin ,Germany","4/29/1944",327,"","","Berlin","Railroad","Germany","","B-17",0,0,0,0,0,0,0,"10","Brandenburg","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,NA,0,0,"Transportation",932.799632617258,1
"564","Berlin ,Germany","1/10/1945",0,"","","Berlin","","Germany","","B-17",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","Berlin","","","","","",13.404954,52.5200066,NA,0,0,"",932.799632617258,1
"565","Berlin ,Germany","4/29/1944",327,"","","Berlin","Railroad","Germany","","B-24",233,0,0,0,0,0,212,"","","","",0,25,0,0,2,121,13,11,246,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,0.107296137339056,0,0,"Transportation",932.799632617258,1
"566","Berlin ,Germany","3/9/1944",253,"","","Berlin","Escort","Germany","9th AF","P-51",153,153,0,0,0,0,0,"","","","",0,0,0,0,1,0,0,1,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,NA,0,0,"Escort",932.799632617258,1
"567","Berlin ,Germany","6/21/1944",428,"","","Berlin","Industry","Germany","","B-17",496,0,0,0,0,0,456,"","","","",0,16,0,0,0,216,1,10,148,16,"20",19,0,0,0,"","","","","","","","Berlin","","","","","",13.404954,52.5200066,0.032258064516129,0,0,"Industry",932.799632617258,1
"568","Berlin ,Germany","3/9/1944",253,"","","Berlin","Industry","Germany","","B-24",165,0,0,0,0,0,0,"150","Hannover, Brunswick, Nienburg","","",0,2,0,0,1,0,0,12,20,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,0.0121212121212121,0,0,"Industry",932.799632617258,1
"569","Berlin ,Germany","5/8/1944",344,"","","Berlin","Industry","Germany","PPF","B-17",500,0,0,0,0,0,386,"","","","",0,25,0,0,1,169,1,7,261,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,0.05,0,0,"Industry",932.799632617258,1
"570","Berlin ,Germany","5/4/1944",338,"","","Berlin","Escort","Germany","","P-47",179,179,0,0,0,0,0,"","","","",0,2,0,0,3,8,0,1,2,8,"2",5,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,Inf,0,0,"Escort",932.799632617258,1
"571","Berlin ,Germany","5/8/1944",344,"","","Berlin","Escort","Germany","","P-38",152,152,0,0,0,0,0,"","","","",0,4,0,0,0,3,0,1,4,6,"0",3,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,Inf,0,0,"Escort",932.799632617258,1
"572","Berlin ,Germany","5/8/1944",344,"","","Berlin","Industry","Germany","","B-24",0,0,0,0,0,0,0,"1","Various","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,NA,0,0,"Industry",932.799632617258,1
"573","Berlin ,Germany","4/29/1944",327,"","","Berlin","Escort","Germany","9th AF P-47s too","P-47",463,463,0,0,0,0,0,"","","","",0,0,0,0,1,7,0,1,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,NA,0,0,"Escort",932.799632617258,1
"574","Berlin ,Germany","6/21/1944",428,"","","Berlin","Escort","Germany","","P-51",73,73,0,0,0,0,0,"","","","",0,1,0,0,0,0,0,0,0,4,"0",3,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,Inf,0,0,"Escort",932.799632617258,1
"575","Berlin ,Germany","3/8/1944",252,"","","Berlin","Ball Bearing","Germany","","B-24",209,0,0,0,0,0,150,"","","","",0,9,0,0,1,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,0.0430622009569378,0,0,"Industry",932.799632617258,1
"576","Berlin ,Germany","3/9/1944",253,"","","Berlin","Escort","Germany","9th AF P-47s too","P-47",572,572,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,NA,0,0,"Escort",932.799632617258,1
"577","Berlin ,Germany","5/7/1944",342,"","","Berlin","Escort","Germany","","P-47",317,317,0,0,0,0,0,"","","","",0,1,0,0,0,3,0,0,1,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,Inf,0,0,"Escort",932.799632617258,1
"578","Berlin ,Germany","5/24/1944",367,"","","Berlin","Industry","Germany","","B-17",0,0,0,0,0,0,0,"34","Nauen","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,NA,0,0,"Industry",932.799632617258,1
"579","Berlin ,Germany","5/24/1944",367,"","","Berlin","Industry","Germany","","B-17",0,0,0,0,0,0,0,"13","Rechlin","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,NA,0,0,"Industry",932.799632617258,1
"580","Berlin ,Germany","5/8/1944",344,"","","Berlin","Industry","Germany","","B-17",0,0,0,0,0,0,0,"42","Brunswick","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,NA,0,0,"Industry",932.799632617258,1
"581","Berlin ,Germany","5/19/1944",358,"","","Berlin","Industry","Germany","","B-17",0,0,0,0,0,0,0,"49","Kiel","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,NA,0,0,"Industry",932.799632617258,1
"582","Berlin ,Germany","5/19/1944",358,"","","Berlin","Industry","Germany","PPF H2X bombing due to clouds","B-17",588,0,0,0,0,0,495,"","","","",0,16,0,0,2,289,3,16,137,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,0.0272108843537415,1,0,"Industry",932.799632617258,1
"583","Berlin ,Germany","3/4/1944",247,"","","Berlin","Industry","Germany","","B-17",0,0,0,0,0,0,0,"33","Dusseldorf","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,NA,0,0,"Industry",932.799632617258,1
"584","Berlin ,Germany","4/29/1944",327,"","","Berlin","Railroad","Germany","","B-17",218,0,0,0,0,0,158,"","","","",0,28,0,0,0,161,4,20,260,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,0.128440366972477,0,0,"Transportation",932.799632617258,1
"585","Berlin ,Germany","5/4/1944",338,"","","Berlin","Escort","Germany","9th AF P-51s also","P-51",287,287,0,0,0,0,0,"","","","",0,1,0,0,2,0,0,0,1,1,"0",1,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,Inf,0,0,"Escort",932.799632617258,1
"586","Berlin ,Germany","3/8/1944",252,"","","Berlin","Escort","Germany","","P-51",174,174,0,0,0,0,0,"","","","",0,5,0,0,2,1,0,0,4,29,"4",9,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,Inf,0,0,"Escort",932.799632617258,1
"587","Berlin ,Germany","5/7/1944",342,"","","Berlin","Escort","Germany","","P-38",153,153,0,0,0,0,0,"","","","",0,2,0,0,0,5,0,0,2,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,Inf,0,0,"Escort",932.799632617258,1
"588","Berlin ,Germany","5/7/1944",342,"","","Berlin","Industry","Germany","PPF","B-17",0,0,0,0,0,0,0,"39","Various","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,NA,0,0,"Industry",932.799632617258,1
"589","Berlin ,Germany","8/6/1944",524,"","","Berlin","Aircraft ","Germany","Force 2","B-17",154,0,0,0,0,0,83,"","Berlin aircraft engine factory","","",0,5,0,0,1,103,1,6,45,0,"2",3,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,0.0324675324675325,0,0,"Aircraft",932.799632617258,1
"590","Berlin ,Germany","5/7/1944",342,"","","Berlin","Escort","Germany","","P-51",284,284,0,0,0,0,0,"","","","",0,1,0,0,1,1,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,Inf,0,0,"Escort",932.799632617258,1
"591","Berlin ,Germany","4/29/1944",327,"","","Berlin","Railroad","Germany","","B-17",0,0,0,0,0,0,0,"24","Madgeburg","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,NA,0,0,"Transportation",932.799632617258,1
"592","Berlin ,Germany","6/21/1944",428,"","","Berlin","Escort","Germany","","P-38",99,99,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,NA,0,0,"Escort",932.799632617258,1
"593","Berlin ,Germany","3/8/1944",252,"","","Berlin","Ball Bearing","Germany","","B-24",0,0,0,0,0,0,0,"33","Berlin plus various","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,NA,0,0,"Industry",932.799632617258,1
"594","Berlin ,Germany","6/21/1944",428,"","","Berlin","Industry","Germany","","B-17",0,0,0,0,0,0,0,"12","Various","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,NA,0,0,"Industry",932.799632617258,1
"595","Berlin ,Germany","2/9/1945",0,"","","Berlin","","Germany","","B-17",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","Berlin","","","","","",13.404954,52.5200066,NA,0,0,"",932.799632617258,1
"596","Berlin ,Germany","4/29/1944",327,"","","Berlin","Railroad","Germany","","B-17",228,0,0,0,0,0,210,"","","","",0,10,0,0,0,150,1,7,100,95,"33",48,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,0.043859649122807,0,0,"Transportation",932.799632617258,1
"597","Berlin ,Germany","6/21/1944",428,"","","Berlin","Escort","Germany","","P-47",95,95,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.404954,52.5200066,NA,0,0,"Escort",932.799632617258,1
"598","Berlin, Erkner, Oranienburg ,Germany","3/3/1944",246,"","","Berlin, Erkner, Oranienburg","Escort","Germany","9th AF P-47s too","P-47",484,484,0,0,0,0,0,"","","","",0,0,0,0,1,13,0,1,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.7497832,52.4244119,NA,0,0,"Escort",955.967382795583,1
"599","Berlin, Erkner, Oranienburg ,Germany","3/3/1944",246,"","","Berlin, Erkner, Oranienburg","Escort","Germany","","P-38",89,89,0,0,0,0,0,"","","","",0,1,0,0,0,1,0,0,1,0,"",0,0,0,0,"Oregonian flew 38 with 1 engine back from Berlin","","","","","","","","","","","","",13.7497832,52.4244119,Inf,0,0,"Escort",955.967382795583,1
"600","Berlin, Erkner, Oranienburg ,Germany","3/3/1944",246,"","","Berlin, Erkner, Oranienburg","Industry","Germany","","B-17",0,0,0,0,0,0,0,"14","various","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",13.7497832,52.4244119,NA,0,0,"Industry",955.967382795583,1
"601","Berlin, Erkner, Oranienburg ,Germany","3/3/1944",246,"","","Berlin, Erkner, Oranienburg","Escort","Germany","9th AF","P-51",130,130,0,0,0,0,0,"","","","",0,6,0,0,0,0,0,0,5,8,"1",3,0,0,0,"","","","","","","","","","","","","",13.7497832,52.4244119,Inf,0,0,"Escort",955.967382795583,1
"602","Berlin, Erkner, Oranienburg ,Germany","3/3/1944",246,"","","Berlin, Erkner, Oranienburg","Industry","Germany","","B-24",193,0,0,0,0,0,0,"4","various","","",0,2,0,0,0,0,3,8,20,3,"1",1,0,0,0,"","","","","","","","","","","","","",13.7497832,52.4244119,0.0103626943005181,0,0,"Industry",955.967382795583,1
"603","Berlin, Erkner, Oranienburg ,Germany","3/3/1944",246,"","","Berlin, Erkner, Oranienburg","Industry","Germany","","B-17",555,0,0,0,0,0,0,"61","Wilhelmshaven","","",0,9,0,0,0,0,2,3,83,0,"",0,0,0,0,"","","","","","","","","","","","","",13.7497832,52.4244119,0.0162162162162162,0,0,"Industry",955.967382795583,1
"604","Berlin/Spandau ,Germany","3/14/1945",0,"","","Berlin/Spandau","","Germany","","B-17",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","Berlin/Spandau","","","","","",13.2002964,52.5351876,NA,0,0,"",918.997456742819,1
"605","Bernay ,France","8/2/1944",510,"","","Bernay","Transportation","France","","B-17",0,0,0,0,0,0,12,"","Railway yard","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",0.597811,49.089328,NA,0,0,"Transportation",273.270174908771,0
"606","Bernay St Martin Airfield ,France","8/16/1943",0,"","21","Bernay St Martin Airfield","Airfield","France","","B-26",36,0,0,0,0,0,31,"","","","1117",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",-0.6341051,46.0641059,0,0,0,"Airfield",606.255199593191,0
"607","Bernay/St Martin ,France","6/11/1944",405,"","","Bernay/St Martin","Airfield","France","Weather over Germany - bomb France instead","B-17",0,0,0,0,0,0,50,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",-0.6341051,46.0641059,NA,1,0,"Airfield",606.255199593191,0
"608","Bernburg ,Germany","7/7/1944",458,"","","Bernburg","Oil","Germany","","B-24",0,0,0,0,0,0,90,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",11.7537327,51.7833579,NA,0,0,"Oil",820.515470288279,1
"609","Bernburg ,Germany","2/22/1944",230,"","","Bernburg","Aircraft","Germany","","B-17",0,0,0,0,0,0,47,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",11.7537327,51.7833579,NA,0,0,"Aircraft",820.515470288279,1
"610","Bernburg ,Germany","6/29/1944",447,"","","Bernburg","City","Germany","","B-24",0,0,0,0,0,0,54,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",11.7537327,51.7833579,NA,0,0,"City",820.515470288279,1
"611","Betzdorf ,Germany","2/27/1945",0,"","","Betzdorf","","Germany","","B-17",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","Betzdorf","","","","","",7.8649566,50.79033,NA,0,0,"",563.469334230467,1
"612","Beuvry ,France","6/25/1944",441,"","","Beuvry","Transportation","France","","B-24",258,0,0,0,0,0,23,"","","","",0,1,0,0,1,26,1,2,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.680904,50.522368,0.00387596899224806,0,0,"Transportation",224.80564817445,0
"613","Beziers ,France","7/5/1944",453,"","","Beziers","Railroad","France","Russia-Italy Shuttle return flight to England","B-17",71,0,0,0,0,0,70,"","Marshalling Yards","","",0,0,0,0,0,13,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",3.215795,43.344233,0,0,0,"Transportation",941.916200034884,0
"614","Biarritz ,France","3/27/1944",282,"","","Biarritz","Airfields","France","","B-24",0,0,0,0,0,0,49,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",-1.558626,43.4831519,NA,0,0,"Airfield",898.848659496358,0
"615","Billancourt-Renault ,France","9/15/1943",95,"","","Billancourt-Renault","Industry","France","Near Paris","B-17",0,0,0,0,0,0,21,"","","","1854",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.2357936,48.830872,NA,0,0,"Industry",341.564448682072,0
"616","Bitterfeld ,Germany","7/20/1944",484,"","","Bitterfeld","Factory","Germany","1 AD","B-17",0,0,0,0,0,0,12,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",12.3133061,51.6265334,NA,0,0,"Industry",860.036543628198,1
"617","Blain ,France","6/7/1944",398,"","","Blain","Airfield","France","","B-24",0,0,0,0,0,0,13,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",-1.764935,47.475279,NA,0,0,"Airfield",463.372156421686,0
"618","Blainville ,France","4/27/1944",323,"","","Blainville","Railroad","France","","B-24",198,0,0,0,0,0,118,"","","","",0,0,0,0,2,22,24,6,1,0,"",0,0,0,0,"","","","","","","","","","","","","",-1.584458,49.066009,0,0,0,"Transportation",290.066922617544,0
"619","Blainville ,France","5/25/1944",370,"","","Blainville","Airfield","France","","B-17",0,0,0,0,0,0,36,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",-1.584458,49.066009,NA,0,0,"Airfield",290.066922617544,0
"620","Blanc Pigon ,France","7/2/1944",450,"","","Blanc Pigon","V-Weapons","France","","B-24",0,0,0,0,0,0,23,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",1.7385164,50.4721548,NA,0,0,"V-Weapons",173.772246202972,0
"621","blangerval, france","7/2/1944",450,"","","Blengermont","V-Weapons","France","","B-17",0,0,0,0,0,0,21,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.2243907,50.3243816,NA,0,0,"V-Weapons",210.666884513895,0
"622","Bloise/St Denis ,France","6/11/1944",405,"","","Bloise/St Denis","Airfield","France","","B-24",0,0,0,0,0,0,41,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",2.3636674,48.9160168,NA,0,0,"Airfield",337.968654991554,0
"623","Bochum/Gelsenkirchen/Recklinghausen ,Germany","8/12/1943",81,"","","Bochum/Gelsenkirchen/Recklinghausen","Oil","Germany","","B-17",183,0,0,0,0,0,133,"","Synthetic oil plants","","0845-0925",0,23,0,0,2,123,5,49,232,25,"5",11,0,0,0,"","","","","","","","","","","","","",7.0857172,51.517744,0.12568306010929,0,0,"Oil",499.601131048237,1
"624","Bohlen ,Germany","5/12/1944",353,"","","Bohlen","OIL","Germany","","B-24",0,0,0,0,0,0,0,"1","Ostend Airfield Belgium","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",12.3870379,51.2006946,NA,0,0,"Oil",869.689412316797,1
"625","Bohlen ,Germany","5/12/1944",353,"","","Bohlen","OIL","Germany","","B-24",0,0,0,0,0,0,0,"14","Mersenburg","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",12.3870379,51.2006946,NA,0,0,"Oil",869.689412316797,1
"626","Bohlen ,Germany","7/7/1944",458,"","","Bohlen","Oil","Germany","","B-17",303,0,0,0,0,0,0,"","","","",0,2,0,0,0,112,0,3,20,0,"",0,0,0,0,"","","","","","","","Muckau-Leipzig","","","","","",12.3870379,51.2006946,0.0066006600660066,0,0,"Oil",869.689412316797,1
"627","Bohlen ,Germany","5/12/1944",353,"","","Bohlen","OIL","Germany","","B-24",0,0,0,0,0,0,0,"12","Various","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",12.3870379,51.2006946,NA,0,0,"Oil",869.689412316797,1
"628","Bohlen ,Germany","5/12/1944",353,"","","Bohlen","OIL","Germany","","B-24",0,0,0,0,0,0,99,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",12.3870379,51.2006946,NA,0,0,"Oil",869.689412316797,1
"629","Bohlen ,Germany","6/29/1944",447,"","","Bohlen","Oil","Germany","","B-17",179,0,0,0,0,0,81,"","Synthetic oil plant","","",0,4,0,0,0,111,2,5,30,0,"",0,0,0,0,"","","","","","","","","","","","","",12.3870379,51.2006946,0.0223463687150838,0,0,"Oil",869.689412316797,1
"630","Bohlen ,Germany","7/7/1944",458,"","","Bohlen","Escort","Germany","B-24 Escort","P-38",185,185,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",12.3870379,51.2006946,NA,0,0,"Escort",869.689412316797,1
"631","Bohlen ,Germany","7/7/1944",458,"","","Bohlen","Escort","Germany","B-24 Escort","P-51",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",12.3870379,51.2006946,NA,0,0,"Escort",869.689412316797,1
"632","Bohlen ,Germany","7/7/1944",458,"","","Bohlen","Escort","Germany","B-24 Escort","P-47",0,0,0,0,0,0,0,"","","","",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,"","","","","","","","","","","","","",12.3870379,51.2006946,NA,0,0,"Escort",869.689412316797,1
